Taki's Greek Kitchen,"Restaurants, Greek, Bars, Mediterranean, Vegan, Nightlife, Vegetarian",135,OH,4.5,41.4951827,-81.9876874,Avon Lake,135
The Jaipur Junction,"Indian, Restaurants",135,OH,4.0,41.349638,-81.757455,North Royalton,135
Abuelo's Mexican Restaurant,"Tex-Mex, Mexican, Restaurants",134,OH,3.5,41.4490313,-81.496501,Warrensville Heights,134
Otani Japanese Restaurant,"Sushi Bars, Japanese, Restaurants",133,OH,3.5,41.5160471,-81.4502579,Mayfield Heights,133
Ninja Sushi And Hibachi,"Sushi Bars, Japanese, Salad, Soup, Restaurants",133,OH,4.5,41.7054968,-81.3581692,Mentor-on-the-Lake,133
Badamo's Pizza,"Pizza, Restaurants, Sandwiches",132,PA,4.0,40.3810629,-80.0445637,Mount Lebanon,132
Hibachi Grill,"Chinese, Japanese, Restaurants",132,ON,4.5,43.836533,-79.0915571,Pickering,132
Mario Fazio's Italian Restaurant,"Food Delivery Services, Caterers, Italian, Restaurants, Event Planning & Services, Food, Pizza",131,OH,4.5,41.5868758,-81.4419328,Willoughby Hills,131
Hot Bagels & Deli,"Food, Delis, Bagels, Restaurants, Breakfast & Brunch",131,AZ,3.5,33.7135958371,-112.2001252952,Glendale Az,131
Whitey's,"Restaurants, Nightlife, American (Traditional), Bars, Burgers",131,OH,3.5,41.2331484182,-81.6385391997,Richfield,131
Brassica,"Salad, Sandwiches, Restaurants, Mediterranean",130,OH,4.5,41.466039,-81.536641,Shaker Heights,130
Angelique's Family Restaurant,"Breakfast & Brunch, Restaurants",130,ON,4.5,43.8299638248,-79.0221525274,Ajax,130
Phoenix Express,"Asian Fusion, Chinese, Restaurants, Japanese, Salad, Food, Sushi Bars, Specialty Food, Ethnic Food",130,OH,4.5,41.1670585223,-81.4041273578,Stow,130
The Crack'd Egg,"Caterers, Event Planning & Services, American (New), Sandwiches, Breakfast & Brunch, Restaurants",129,PA,4.0,40.3656776,-79.9818954,Brentwood,129
RUBS American BBQ,"Barbeque, Southern, Sandwiches, Restaurants",127,QC,4.0,45.589136835,-73.7873706673,Laval,127
Wendigo,"Bars, American (New), Restaurants, American (Traditional), Nightlife",127,WI,4.5,42.916511,-89.220072,Stoughton,127
David's Diner,"Breakfast & Brunch, Restaurants, Diners",127,PA,5.0,40.5540066512,-79.7710539497,Springdale,127
Royal Myanmar,"Restaurants, Burmese, Sushi Bars, Thai",126,PA,4.5,40.518593,-80.0310709,West View,126
Rock Store Bar-B-Q,"Restaurants, Barbeque",126,NC,4.5,35.0819793,-80.6925926,Stallings,126
Shelly Pie,"Restaurants, American (New), Pizza, Italian",125,PA,4.0,40.4041538608,-79.8255414265,Turtle Creek,125
Norske Nook Restaurant & Bakery,"Desserts, Restaurants, Comfort Food, Food",124,WI,3.0,43.24795,-89.343562,DeForest,124
Insurrection AleWorks,"Nightlife, Bars, Breweries, American (Traditional), Food, Restaurants",124,PA,4.5,40.3924666,-80.0874269,Heidelberg,124
Kelly's Cafe,"Coffee & Tea, Food, Restaurants, Ice Cream & Frozen Yogurt, Creperies",122,OH,4.5,41.230028,-81.840153,Brunswick,122
Samosky's Homestyle Pizzeria,"Italian, Pizza, Restaurants",121,OH,4.0,41.2375023387,-81.9300996019,Valley City,121
The Jailhouse Taverne,"Nightlife, Bars, American (New), American (Traditional), Sandwiches, Pizza, Restaurants",121,OH,4.0,41.260574,-82.022644,Grafton,121
Thai Tamarind,"Event Planning & Services, Caterers, Cafeteria, Restaurants, Thai",121,PA,4.0,40.491205,-80.047502,Bellevue,121
La Croissanterie Figaro,"Food, Cafes, French, Bakeries, Restaurants, Bistros",121,QC,4.0,45.5193535,-73.5986682,Outremont,121
Redhawk Grille,"Pubs, Burgers, Bars, Nightlife, American (Traditional), Restaurants",120,OH,3.5,41.667478,-81.243134,Painesville,120
Smokin' Q's BBQ and Beer House,"Nightlife, Beer Bar, Bars, Event Planning & Services, Restaurants, Caterers, Sandwiches, Barbeque",120,OH,3.5,41.543775,-81.43913,Mayfield,120
Novanta 90 Pizzeria Napoletana,"Restaurants, Italian, Pizza",120,NC,4.0,35.5279,-80.866654,Mooresville,120
Piada Italian Street Food,"Restaurants, Italian, Wraps, Street Vendors, Food, Salad",120,OH,3.5,41.5022809065,-81.5382926825,South Euclid,120
Cleveland Tiffin- Punjabi Dhaba,"Specialty Food, Ethnic Food, Indian, Restaurants, Food",119,OH,4.5,41.434184,-81.5366821,North Randall,119
Jukebox,"Restaurants, American (Traditional), Burgers, Fast Food",119,QC,3.0,45.4840171,-73.8036738,Dollard-des-Ormeaux,119
Mayworth's Public House,"American (Traditional), Restaurants",117,NC,4.5,35.2357602,-81.072555,Cramerton,117
Barro's Pizza,"Sandwiches, Italian, Pizza, Restaurants",116,AZ,3.5,33.3780003462,-112.1728483461,Laveen Village,116
Toko Japanese Steak House,"Food, Sushi Bars, Steakhouses, Japanese, Restaurants",116,OH,4.0,41.2402252,-81.337449,Streetsboro,116
Happy Moose Bar and Grill,"Bars, Nightlife, Restaurants, Sports Bars, American (Traditional)",116,OH,3.5,41.2428955,-81.3527032,Streetsboro,116
Kasai Japanese Restaurant,"Japanese, Sushi Bars, Restaurants",116,OH,4.0,41.0578118,-81.7365236,Wadsworth,116
Rivals Sports Grille,"American (New), Bars, Sports Bars, Nightlife, American (Traditional), Restaurants",115,OH,4.0,41.3853645,-81.8046297,Middleburg Heights,115
La Taqueria,"Mexican, Food, American (New), Restaurants, Ethnic Food, Specialty Food, Local Flavor, Do-It-Yourself Food",115,OH,4.0,41.5395465,-81.496081,Richmond Heights,115
Le Thai Café,"Thai, Restaurants",114,PA,4.5,40.5448798,-79.9727356,Glenshaw,114
The King's Landing,"Canadian (New), Restaurants, Chicken Wings, Burgers",113,ON,4.5,43.969368,-79.258327,Whitchurch-Stouffville,113
My Thai Bowl,"Thai, Restaurants",112,AZ,4.0,33.3785652,-111.810327,GILBERT,112
Jin House,"Asian Fusion, Restaurants, Chinese, Japanese",111,OH,3.5,41.4170213984,-82.208032608,Amherst,111
Steak ’n Shake,"Steakhouses, American (New), Restaurants, Fast Food, Burgers, American (Traditional), Breakfast & Brunch, Diners",110,PA,2.0,40.4134446,-79.9044468,Munhall,110
BIBIBOP Asian Grill,"Food, Salad, Asian Fusion, Fast Food, Korean, Restaurants",108,OH,4.0,41.45066,-81.486899,Orange,108
Swensons Drive-In,"Sandwiches, Fast Food, Burgers, American (Traditional), Restaurants",108,OH,4.5,41.1345883,-81.6397571,Montrose,108
V & V scratch kitchen,"Pizza, Bakeries, American (Traditional), Steakhouses, Italian, Restaurants, Sandwiches, Salad, Food",108,PA,4.5,40.266518,-80.002546,Finleyville,108
Blazin Bills,"Barbeque, Restaurants",107,OH,3.5,41.3862911,-81.176968,Burton,107
Restaurant Houston Steaks et Cotes Levees,"Restaurants, Steakhouses",106,QC,2.0,45.4560993506,-73.7531246953,Dorval,106
The Original Pancake House,"Breakfast & Brunch, Restaurants",106,PA,3.5,40.391166505,-80.0738196549,Green Tree,106
Strange Roots Experimental Ales,"Bars, Food, Pubs, American (New), Barbeque, Beer Bar, Nightlife, Breweries, American (Traditional), Beer Gardens, Tacos, Mexican, Restaurants, Sandwiches",105,PA,4.0,40.4787536,-79.9681918,Millvale,105
Downey's House,"American (Traditional), Restaurants",104,PA,4.0,40.4437226904,-80.1453121118,Mc Kees Rocks,104
1855 Saloon and Grill,"Bars, Restaurants, Nightlife, American (New), American (Traditional)",104,WI,3.0,43.0757496,-89.1993306,Cottage Grove,104
Brooklyn Pizza Parlor,"Restaurants, Pizza, Italian, Pasta Shops, Food, Specialty Food, Salad",103,NC,3.0,35.000667,-80.693754,Wesley Chapel,103
Cuisine of India,"Indian, Restaurants, Vegetarian, Vegan, Halal",100,OH,3.5,41.3778401,-81.7837226,Parma Heights,100
Denny's,"Restaurants, American (Traditional), Breakfast & Brunch, Diners",99,AZ,2.0,33.41475,-111.601258,Apache Junction,99
Biga Wood Fired Pizzeria,"Restaurants, Pizza",99,OH,4.5,41.6221531,-81.3595129,Kirtland,99
Do Wood Fired,"Sandwiches, Restaurants, Pizza, Italian",99,PA,4.5,40.3312472,-79.7104079,Irwin,99
Tinkers Creek Road Tavern,"American (Traditional), Restaurants",98,OH,3.5,41.372981,-81.584214,Walton Hills,98
Cafe On Main,"Breakfast & Brunch, Restaurants, Food",97,PA,4.0,40.4946421,-79.9330408,Sharpsburg,97
Kosar's Wood-Fired Grill,"Restaurants, Steakhouses",97,OH,3.0,41.3482407821,-81.5245421767,Northfield,97
Shugrues Hillside Grill,"Seafood, Restaurants, American (New)",97,AZ,3.5,33.494121,-111.683985,Sedona,97
Speakeasy,"Speakeasies, Nightlife, Bars, Restaurants, American (New)",96,PA,3.5,40.440592,-79.996589,Downtown,96
Asian Grill,"Restaurants, Chinese, Asian Fusion",95,AZ,4.0,33.2181007,-111.8588719,Sun Lakes,95
Winking Lizard Tavern,"American (Traditional), Bars, Restaurants, Nightlife",94,OH,3.5,41.4238142,-81.5000036,Bedford,94
Forgotten Taste Pierogies,"Desserts, Food, Polish, Russian, American (New), Restaurants",93,PA,4.5,40.5120582581,-80.2153930664,Moon,93
Jackalope Lakeside,"American (New), Restaurants, Seafood, American (Traditional)",92,OH,3.0,41.4731165,-82.174125,Lorain,92
Caffe Demetre,"Desserts, Cafes, Restaurants, Food, Ice Cream & Frozen Yogurt, Creperies",92,ON,3.0,43.8507483,-79.4333352,Richmond Hil,92
Mary Yoder's Amish Kitchen Bakery & Collectible Gifts,"American (Traditional), Gift Shops, Restaurants, Shopping, Bakeries, Food, Flowers & Gifts, American (New), Desserts",92,OH,3.0,41.467308,-81.072826,Middlefield,92
House of 1000 Beers,"Nightlife, Pubs, Bars, Food, Burgers, Restaurants, Beer, Wine & Spirits",91,PA,4.0,40.5560183,-79.7603284,New Kensington,91
Bridgetown Taphouse,"Bars, Gastropubs, Restaurants, Sports Bars, Nightlife, Arts & Entertainment, Music Venues, American (Traditional)",91,PA,4.5,40.5913083,-80.2302252,Ambridge,91
Aladdin's Eatery - Mayfield Village,"Middle Eastern, Restaurants",91,OH,4.0,41.5402283203,-81.4381013248,Mayfield Village,91
Beach Club Bistro,"American (New), Restaurants, Pizza",90,OH,3.5,41.609539,-81.527892,Euclid,90
Tillie's Restaurant & Chantillie Lounge,"Restaurants, Pizza, Italian, Nightlife, Bars",90,PA,4.0,40.3280064,-79.8399101,McKeesport,90
Little Caesars Pizza,"Restaurants, Pizza, Fast Food",89,NV,1.5,36.259944,-115.155889,N Las Vegas,89
JT Walker's Restaurant and Brewery,"Wraps, Restaurants, American (Traditional), Sports Bars, Nightlife, Bars",88,IL,4.0,40.1949665,-88.4039723,Mahomet,88
Pine Cone Restaurant,"American (Traditional), Restaurants, Desserts, Comfort Food, Food",88,WI,3.5,43.184529,-89.323189,De Forest,88
The Pickle Barrel,"Canadian (New), Restaurants, Delis, American (New)",88,ON,2.5,43.6116933,-79.557183,Etibicoke,88
The Baltimore House,"Caterers, American (Traditional), Event Planning & Services, Restaurants, Seafood, Pizza, Desserts, Sandwiches, Food, Japanese",88,PA,2.0,40.3384745,-79.9688027,Pleasant Hills,88
Décarie Hot Dogs,"Restaurants, Burgers, Poutineries, Hot Dogs",88,QC,4.0,45.5136173,-73.6814824,Saint-Laurent,88
The Grumpy Monk,"Pubs, American (New), Beer Bar, Bars, Restaurants, Sushi Bars, Nightlife",87,NC,3.5,35.0201278,-80.5787262,Monroe,87
BnD'z Burgerz & Dogz,"American (Traditional), Hot Dogs, Burgers, Restaurants",87,PA,3.5,40.28694,-80.021663,South Park Township,87
Kyle Fletcher's BBQ & Catering,"Barbeque, Restaurants",87,NC,4.0,35.2562685,-81.1006218,Lowell,87
Raps Authentic Jamaican,"Restaurants, Caribbean",86,ON,4.0,43.6975262,-79.4411268,York,86
Wolf Creek Tavern,"Seafood, Food, Restaurants, Breakfast & Brunch, Pubs, Nightlife, American (New), Beer, Wine & Spirits, Bars",84,OH,4.0,41.0503419692,-81.6376036513,Norton,84
Beef 'O' Brady's,"Restaurants, Karaoke, Nightlife, American (Traditional), Sports Bars, Bars, Pubs",84,SC,2.5,35.0281851,-80.9681086,Ft. Mill,84
Butchies,"Restaurants, Burgers, Ice Cream & Frozen Yogurt, Salad, Food, Barbeque, Seafood, Diners",84,ON,4.0,43.8755958,-78.9595591,Whitby,84
Sorrento Ristorante & Pizzeria,"Restaurants, Italian, Bars, Pizza, Nightlife, Wine Bars, Beer, Wine & Spirits, Food",84,OH,3.5,41.4269951,-82.080759,Sheffield Village,84
La Gourmandine Bakery & Pastry Shop,"Patisserie/Cake Shop, Restaurants, Breakfast & Brunch, Food, Bakeries",83,PA,4.5,40.3806171,-80.0524009,Mt Lebanon,83
Colossus Greek Taverna,"Mediterranean, Specialty Food, Food, Greek, Restaurants",83,ON,4.0,43.5607633,-79.5761079,Port Credit,83
Locale King City,"Food, Restaurants, Italian",83,ON,4.0,43.9282884,-79.5278256,King City,83
La Maison Kam Fung,"Dim Sum, Restaurants, Chinese",83,QC,3.5,45.4616328,-73.4642979,Brossard,83
Vento La Trattoria,"Wine Bars, Bars, Nightlife, Restaurants, Italian",82,OH,3.5,41.488526,-81.937159,Bay Village,82
Pierogies Plus,"Polish, Event Planning & Services, Restaurants, Caterers",81,PA,4.5,40.4688708,-80.0599363,McKees Rocks,81
Bombay Choupati,"Indian, Restaurants",81,QC,4.5,45.5083916318,-73.8202876634,Pierrefonds,81
Buffalo Wild Wings,"Nightlife, Bars, Sports Bars, Restaurants, American (Traditional), Burgers, Chicken Wings",80,IL,3.0,40.071707,-88.251885,Savoy,80
Luciano's Pizza & Six Pack To Go,"Italian, Food, Restaurants, Beer, Wine & Spirits, Pizza",80,PA,3.5,40.5676073,-80.0070468,McCandless Township,80
Big Guys Pizza,"Italian, Restaurants, Pizza",80,NC,3.5,35.171874,-80.656173,Mint  Hill,80
Two Brothers BBQ,"Barbeque, Food Trucks, Restaurants, Chicken Wings, Sandwiches, Food, Cajun/Creole, Event Planning & Services, Caterers",80,PA,4.5,40.3727235,-80.1195004,Presto,80
Cabane à Sucre Au Pied de Cochon,"Food, Event Planning & Services, Venues & Event Spaces, Sugar Shacks, French, Canadian (New), Soul Food, Restaurants",80,QC,4.0,45.5722197,-74.0527801,Mirabel,80
The Cabin of Willowick,"Seafood, Event Planning & Services, Sushi Bars, Party & Event Planning, Caterers, Restaurants, Steakhouses, American (Traditional), American (New), Diners",79,OH,3.5,41.6291087,-81.4836299,Willowick,79
Falafel St-Jacques,"Restaurants, Sandwiches, Cafes, Vegetarian, Falafel, Mediterranean",77,QC,4.5,45.4434472,-73.6486742,Lachine,77
Green Lantern Restaurant,"Venues & Event Spaces, Bars, Restaurants, Event Planning & Services, Nightlife, American (Traditional)",77,WI,3.5,43.0257076757,-89.3065327726,Mc Farland,77
Sara's Place,"Pizza, Italian, Restaurants, Diners",76,OH,4.0,41.5198175,-81.40433,Gates Mills,76
Cafe Notte,"Restaurants, American (New), Wine Bars, Bars, Nightlife, Italian",76,PA,4.0,40.5096442,-80.0916677,Emsworth,76
Sunset Harbor Bar and Grille,"Nightlife, Restaurants, Bars, Seafood, Dive Bars, American (Traditional)",76,OH,3.0,41.7581344,-81.2647927,Fairport Harbor,76
Alta Via,"Italian, Restaurants, American (New)",76,PA,4.0,40.4883704,-79.882604,Blawnox,76
Square Bistro,"Restaurants, Bars, Nightlife, Cafes, Diners, American (New), Wine Bars",75,OH,4.0,41.582243,-81.203796,Chardon,75
Panda Express,"Desserts, Food, Fast Food, Chinese, Restaurants",75,PA,3.0,40.3479348693,-79.9462279517,West Mifflin,75
Palenque Mexican Bar & Grill,"Restaurants, Mexican",75,WI,4.5,43.0142636,-89.3030575,McFarland,75
The Rodeside Grill,"American (Traditional), Restaurants",74,WI,4.0,43.1934723,-89.339526,Windsor,74
The McAdenville Table & Market,"Cocktail Bars, Food, Bars, Beer, Wine & Spirits, Restaurants, American (New), Nightlife",74,NC,4.0,35.258633,-81.0773259401,McAdenville,74
Scarolies Pasta Emporium,"Italian, Restaurants",73,QC,3.5,45.4684414,-73.8308755,Pointe-Claire,73
Rosie's Italian Cafe,"Italian, Restaurants",73,AZ,4.0,33.6582332,-112.3614479,Sun City West,73
Cafe Chocolade,"Restaurants, Gluten-Free, Bakeries, Food",72,PA,4.5,40.443294,-80.176414,Oakdale,72
Firefly Coffeehouse,"Breakfast & Brunch, Bakeries, Food, Restaurants, Coffee & Tea",71,WI,4.5,42.9265482987,-89.3841487767,Oregon,71
Red Rock Buffet,"Restaurants, Buffets",70,AZ,2.5,33.581892,-111.6811641,Fort McDowell,70
Maki Zushi,"Restaurants, Japanese",70,ON,3.0,43.9646052,-79.2736912,Stouffville,70
Wally Waffle,"Waffles, American (Traditional), Restaurants",69,OH,4.0,41.1037866,-81.4408381,Tallmadge,69
Franco's Trattoria,"Italian, Restaurants",67,PA,3.5,40.264651,-80.13098,Peters Township,67
Buffalo Wild Wings,"Chicken Wings, Nightlife, Sports Bars, Restaurants, Bars, American (Traditional)",67,PA,3.0,40.4307769296,-79.809807,Wilkins,67
Mangia Mangia,"Restaurants, Pizza, Italian, Seafood",67,OH,4.0,41.463078,-81.24416,Newbury,67
Luciano's Italian Brick Oven,"Italian, Pizza, Restaurants",67,PA,3.0,40.3336125,-79.8117608,White Oak,67
La Mexicanada Restaurant,"Restaurants, Mexican",67,ON,3.5,44.1143848,-79.5637244,Bradford,67
Andora,"American (New), Restaurants",66,PA,3.5,40.5377057,-79.9114627,Fox Chapel,66
Ciccanti Ristorante,"Italian, Restaurants",66,PA,4.0,40.312262,-79.938576,Clairton,66
Hungry Hollow Smokehouse & Grille,"Smokehouse, Food, Caterers, Southern, Event Planning & Services, Restaurants, Barbeque",64,ON,4.0,43.6502055414,-79.9120616913,Georgetown,64
Pugliano's Italian Grill,"Restaurants, Italian, Caterers, Pizza, Event Planning & Services, American (Traditional)",64,PA,2.5,40.447497,-79.713456,Plum,64
Sugarcreek Restaurant,"Salad, Breakfast & Brunch, Restaurants, American (Traditional)",62,OH,4.0,41.4240233938,-82.0801858306,Sheffield,62
Anchor & Anvil Coffee Bar,"Food, Juice Bars & Smoothies, Internet Cafes, Restaurants, Coffee & Tea, Sandwiches",61,PA,4.5,40.5088626,-80.0849452,Ben Avon,61
TJ Buffet Sushi And Grill,"Sushi Bars, Seafood, Chinese, Restaurants",61,PA,3.0,40.572477,-79.799775,Tarentum,61
Paoli Schoolhouse American Bistro,"Restaurants, American (Traditional), American (New), Seafood, Breakfast & Brunch, Local Flavor, Sandwiches, Burgers",60,WI,4.0,42.9291194,-89.5234528,Paoli,60
Pizza Hut,"Chicken Wings, Restaurants, Pizza, Italian",59,CA,2.0,32.7424426303,-117.0236004889,Lemon Grove,59
Ginos  Petit Dejeuner Breakfast,"French, Restaurants, Coffee & Tea, Breakfast & Brunch, Creperies, Cafes, Food",59,PA,4.5,40.5388926,-79.8355861,Harmarville,59
South East Gears & Cheers,"American (Traditional), Burgers, Sandwiches, Sports Bars, Arts & Entertainment, Restaurants, Wine Bars, Beer, Wine & Spirits, American (New), Food, Bars, Nightlife, Cocktail Bars, Music Venues, Soup, Breakfast & Brunch",59,OH,3.0,41.4175121,-81.5145101,Bedford Heights,59
Primanti Bros,"Restaurants, American (New), Nightlife, Sports Bars, Sandwiches, Bars",58,PA,3.0,40.5928492679,-79.9483264983,Hampton Township,58
Chipotle Mexican Grill,"Restaurants, Mexican, Fast Food",57,PA,3.0,40.4592912,-79.9258472,East Liberty,57
Madeleine Bakery And Bistro,"Bakeries, Cafes, Food, Restaurants",57,PA,4.5,40.4389584,-79.8921779,Wilkinsburg,57
Burger Craft,"Fast Food, Burgers, Restaurants",57,SC,3.0,35.0588758,-80.9901452,Fort  Mill,57
Burger de Ville,"Burgers, Steakhouses, Filipino, Restaurants, Barbeque",56,QC,3.5,45.4532844,-73.6459719,Montréal-Ouest,56
Aces Grille - North Ridgeville,"American (Traditional), Restaurants, Bars, Beer Bar, Pizza, Arts & Entertainment, Nightlife, American (New)",56,OH,2.5,41.3837216,-81.9795174,N Ridgeville,56
Villa Ballanca,"Restaurants, Italian",56,PA,4.0,40.5902852,-79.7356728,Lower burrell,56
Cap'n Taco Restaurants,"Tex-Mex, Mexican, Restaurants, Vegetarian",56,OH,4.0,41.4182515,-81.8107219,Brookpark,56
Simply Greek,"Restaurants, Salad, Burgers, Ethnic Food, Specialty Food, Food, Greek",56,OH,4.0,41.4111229068,-81.3379609072,Bainbridge,56
Dorf Haus Supper Club,"German, American (Traditional), American (New), Restaurants, Nightlife, Bars",56,WI,4.0,43.2492019,-89.6766989,Sauk City,56
Le Péché Matinal,"Gluten-Free, Breakfast & Brunch, Restaurants",56,QC,4.5,45.536997,-73.51223,Longueuil,56
Aiello's Pizzeria,"Restaurants, Pizza, Italian",53,PA,4.0,40.3550315,-79.6504518,Harrison City,53
The Wheelhouse,"American (New), Bars, Restaurants, Nightlife, Breakfast & Brunch, Cocktail Bars",53,IL,4.5,40.111951,-88.0423837,St Joseph,53
Sushi Plus,"Restaurants, Sushi Bars",53,QC,3.5,45.5217545,-73.6245533,Mont-Royal,53
Wendy's,"Restaurants, Fast Food, Burgers",52,NV,1.5,36.2390385,-115.1593181,N.Las Vegas,52
Isabelle’s kitchen Mexican food,"Mexican, Restaurants, Tacos, Breakfast & Brunch",52,NV,5.0,36.254805,-115.242935,LAS VEGAS,52
Sesame Inn,"Chinese, Restaurants",52,PA,3.5,40.2950002,-80.1013775,Mc Murray,52
Pizza Hut,"Pizza, Restaurants, Italian, Chicken Wings",51,HI,2.0,21.4972578207,-158.0255252123,Wahiawa,51
Z's Cream & Bean,"Desserts, Food, Ice Cream & Frozen Yogurt, Arts & Entertainment, Fast Food, Music Venues, Coffee & Tea, Nightlife, Restaurants, Soup",50,OH,4.0,41.275969,-81.7833542,Hinckley,50
Alioto's,"Italian, Restaurants, Nightlife, Bars",50,PA,2.5,40.5036789,-79.9488868,Etna,50
Primanti Bros,"Sandwiches, Restaurants, American (Traditional), Pizza, Bars, Burgers, Sports Bars, American (New), Nightlife",50,PA,3.0,40.3829297,-79.828404,North Versailles,50
IHOP,"Burgers, Breakfast & Brunch, Restaurants, American (Traditional)",49,AZ,2.5,33.639428,-112.148909,PHOENIX,49
New Wong's Chinese Restaurant,"Restaurants, Chinese",49,OH,4.0,41.615892,-81.4609137,Wickliffe,49
Driscoll & Sons Cafe,"Restaurants, American (New), American (Traditional), Italian, Seafood",49,PA,3.0,40.2427349,-79.807193,Elizabeth Township,49
Wing Phat,"Vietnamese, Food, Grocery, Chinese, Thai, Restaurants",49,QC,4.5,45.5728917,-73.6017222,Saint-Léonard,49
Ephesus Mediterranean Kitchen,"Restaurants, Mediterranean, Pizza",49,PA,3.0,40.4914689118,-79.907945881,Aspinwall,49
Poppyseeds Bagels,"Food, Sandwiches, Bagels, Bakeries, Delis, Breakfast & Brunch, Restaurants",48,NC,3.0,35.0235091,-80.7608256,Weddington,48
Rizzi's Ristorante & Pizzeria,"Local Services, Couriers & Delivery Services, Salad, Italian, Restaurants, Pizza, Sandwiches",48,OH,3.5,41.0935442,-81.6190361,Copley,48
Emil's Lounge,"Sandwiches, Bars, Restaurants, Nightlife, American (New), Lounges",48,PA,4.5,40.4134643,-79.8802474,Rankin,48
Loose Moose Saloon,"Nightlife, Bars, Restaurants, Salad, Sandwiches, Burgers",48,PA,3.0,40.3439034,-79.9847964,Baldwin,48
CrepeStar Dessert Cafe & Bistro,"Desserts, Creperies, Restaurants, Cafes, Food",48,ON,4.5,44.074425,-79.483377,East Gwillimbury,48
Ken Stewart's Tre Belle,"Italian, Restaurants",47,OH,3.5,41.187547,-81.6357911,Bath,47
DiBella's Subs,"Restaurants, Delis, Salad, Sandwiches",47,OH,3.5,41.4472295,-81.4967985,Warrensville Hts.,47
The South Park Clubhouse,"American (New), Sports Bars, Food, Bars, Nightlife, Restaurants, American (Traditional)",47,PA,2.5,40.302095,-79.995636,South Park,47
TGI Fridays,"Bars, American (Traditional), Nightlife, Restaurants",47,PA,2.0,40.451084,-80.1637465,Crafton,47
Deer Creek Diner,"American (New), Restaurants",46,PA,4.5,40.617626,-79.8326944,Russellton,46
Pizza Pronto & Gyro House - Avalon,"Restaurants, Sandwiches, Food, Burgers, Food Delivery Services, Chicken Wings, Pizza, Italian",45,PA,4.0,40.5021842,-80.0706702,Avalon,45
Gibbs Butcher Block,"Seafood Markets, Butcher, Meat Shops, Restaurants, Delis, Specialty Food, Grocery, Food",45,OH,4.0,41.3502973,-81.9028309,Columbia Station,45
5100 Bar & Grill,"Nightlife, Sports Bars, American (New), Bars, Restaurants, Event Planning & Services, Venues & Event Spaces, Breakfast & Brunch",45,WI,3.0,43.024109,-89.3045269,Mcfarland,45
Hasu Sushi et Wok,"Pan Asian, Japanese, Sushi Bars, Restaurants",45,QC,3.5,45.445832,-73.853153,Kirkland,45
El Vaquero,"Restaurants, Mexican",44,NC,4.0,35.2561107,-80.4596612,Locust,44
Manzo Pizzeria,"Pizza, Restaurants",44,QC,4.5,45.4274059,-73.639156,Lasalle,44
Mi Veracruz Mexican Grill,"Mexican, Restaurants",43,IL,4.0,39.8002946,-88.2895915,Tuscola,43
Popeyes Louisiana Kitchen,"Chicken Wings, American (Traditional), Restaurants, Fast Food, Seafood",43,OH,1.5,41.420126,-81.91255,North Olmstead,43
Angelina's Pizzeria,"Pizza, Restaurants, Italian",43,PA,3.5,40.3979392,-80.0261906,Brookline,43
3 Ravens Food & Spirits,"Bars, Nightlife, American (New), Restaurants",42,IL,3.5,40.0251139,-88.5729515,Monticello,42
The Brown Bag Deli Restaurant,"Delis, Local Flavor, Food, Bakeries, American (Traditional), Restaurants",42,IL,4.5,40.025688,-88.5731549,Monticello,42
Coffee Etc.,"Delis, Bakeries, Breakfast & Brunch, Coffee & Tea, Sandwiches, Food, Restaurants",42,PA,5.0,40.3656878,-80.0236872,Castle Shannon,42
Boustan,"Restaurants, Middle Eastern",42,QC,4.0,45.4746866,-73.8374632,Dollard-Des Ormeaux,42
Little Caesars Pizza,"Pizza, Restaurants, Fast Food",41,NV,1.5,36.2180235534,-115.1595860908,N. Las Vegas,41
Pho So 1,"Restaurants, Vietnamese",41,AB,3.0,50.9134866,-114.0632729,Midnapore,41
Will's Doggn' It,"Delis, Restaurants, Sandwiches, Hot Dogs",41,NC,4.5,35.2806598656,-81.1332070827,Ranlo,41
Pauls Pizza Steakhouse & Lounge,"Italian, Restaurants, Steakhouses, Shopping, Pizza, Bars, Sports Wear, Nightlife, Sporting Goods, Sports Bars, Fashion",41,AB,3.5,51.2901919,-114.0028105,Airdrie,41
Les Enfants Terribles,"Brasseries, Restaurants, Canadian (New), Breakfast & Brunch, French, Bistros",41,QC,3.5,45.4728914878,-73.5378936098,L'Île-des-Sœurs,41
Itamae AYCE Sushi,"Sushi Bars, Restaurants, Japanese",40,ON,2.5,43.714041171,-79.3350121018,Waterloo,40
M'Olé,"Beer Bar, Nightlife, Food, Desserts, Restaurants, Tacos, Spanish, Bars, Cafes, Mexican",39,AZ,4.5,33.4499167,-112.0747437,Phx,39
Noca Wich,"Restaurants, Mexican, Sandwiches",39,AZ,2.0,33.4341615222,-111.9969490784,Central,39
Open German Italian Flair,"American (Traditional), Italian, Restaurants, German, Food",39,PA,3.5,40.2348998,-80.0380305,Venetia,39
Cole's Pub,"American (Traditional), Nightlife, Restaurants, Bars",39,PA,4.0,40.4514327973,-80.2518367699,Imperial,39
Nellis AFB Commissary,"American (New), Bakeries, Food, Convenience Stores, Restaurants",39,NV,4.0,36.236757,-115.050937,NELLIS AFB,39
The Red Caboose,"Food, Restaurants, Fast Food",39,PA,4.5,40.2126619327,-79.8415839672,Rostraver,39
